-5.03515625,43690,43690,43690,43690,43690,43690,43690,43690,43690,0
-5.015625,43690,43690,43690,43690,43690,43690,43690,43690,43690,0
-4.59765625,43690,43690,43690,43690,43690,43690,43690,43690,43690,0
-4.578125,43690,43690,43690,43690,43690,43690,43690,43690,43690,0
-4.53515625,43690,43690,43690,43690,43690,43690,43690,43690,43690,0
-4.515625,43690,43690,43690,43690,43690,43690,43690,43690,43690,0
-4.47265625,0,55636,16,55636,0,0,55636,55636,0,0
-4.453125,0,55636,16,55636,0,0,55636,55636,0,0
-4.41015625,0,55636,16,55636,0,0,55636,55636,0,0
-4.390625,0,55636,16,55636,0,0,55636,55636,0,0
-4.34765625,0,55636,16,55636,0,0,55636,55636,0,0
-4.328125,0,55636,16,55636,0,0,55636,55636,0,0
-4.28515625,0,55636,16,55636,0,0,55636,55636,0,0
-4.265625,0,55636,16,55636,0,0,55636,55636,0,0
-4.22265625,0,55636,16,55636,0,0,55636,55636,0,0
-4.203125,0,55636,16,55636,0,0,55636,55636,0,0
-4.16015625,0,55636,16,55636,0,0,55636,55636,0,0
-4.140625,0,55636,16,55636,0,0,55636,55636,0,0
-4.09765625,0,55636,16,55636,0,0,55636,55636,0,0
-4.078125,0,55636,16,55636,0,0,55636,55636,0,0
-4.03515625,0,55636,16,55636,0,0,55636,55636,0,0
-4.015625,0,55636,16,55636,0,0,55636,55636,0,0
-3.59765625,0,55636,16,55636,0,0,55636,55636,0,0
-3.578125,0,55636,16,55636,0,0,55636,55636,0,0
-3.53515625,0,55636,16,55636,0,0,55636,55636,0,0
-3.515625,0,55636,16,55636,0,0,55636,55636,0,0
-3.47265625,0,55636,16,55636,0,0,55636,55636,0,0
-3.453125,0,55636,16,55636,0,0,55636,55636,0,0
-3.41015625,0,55636,16,55636,0,0,55636,55636,0,0
-3.390625,0,55636,16,55636,0,0,55636,55636,0,0
-3.34765625,0,55636,16,55636,0,0,55636,55636,0,0
-3.328125,0,55636,16,55636,0,0,55636,55636,0,0
-3.28515625,0,55636,16,55636,0,0,55636,55636,0,0
-3.265625,0,55636,16,55636,0,0,55636,55636,0,0
-3.22265625,0,55636,16,55636,0,0,55636,55636,0,0
-3.203125,0,55636,16,55636,0,0,55636,55636,0,0
-3.16015625,0,55636,16,55636,0,0,55636,55636,0,0
-3.140625,0,55636,16,55636,0,0,55636,55636,0,0
-3.09765625,0,55636,16,55636,0,0,55636,55636,0,0
-3.078125,0,55636,16,55636,0,0,55636,55636,0,0
-3.03515625,0,55636,16,55636,0,0,55636,55636,0,0
-3.015625,0,55636,16,55636,0,0,55636,55636,0,0
-2.59765625,0,55636,16,55636,0,0,55636,55636,0,0
-2.578125,0,55636,16,55636,0,0,55636,55636,0,0
-2.53515625,0,55636,16,55636,0,0,55636,55636,0,0
-2.515625,0,55636,16,55636,0,0,55636,55636,0,0
-2.47265625,0,55636,16,55636,0,0,55636,55636,0,0
-2.453125,0,55636,16,55636,0,0,55636,55636,0,0
-2.41015625,0,55636,16,55636,0,0,55636,55636,0,0
-2.390625,0,55636,16,55636,0,0,55636,55636,0,0
-2.34765625,0,55636,16,55636,0,0,55636,55636,0,0
-2.328125,0,55636,16,55636,0,0,55636,55636,0,0
-2.28515625,0,55636,16,55636,0,0,55636,55636,0,0
-2.265625,0,55636,16,55636,0,0,55636,55636,0,0
-2.22265625,0,55636,16,55636,0,0,55636,55636,0,0
-2.203125,0,55636,16,55636,0,0,55636,55636,0,0
-2.16015625,0,55636,16,55636,0,0,55636,55636,0,0
-2.140625,0,55636,16,55636,0,0,55636,55636,0,0
-2.09765625,0,55636,16,55636,0,0,55636,55636,0,0
-2.078125,0,55636,16,55636,0,0,55636,55636,0,0
-2.03515625,0,55636,16,55636,0,0,55636,55636,0,0
-2.015625,0,55636,16,55636,0,0,55636,55636,0,0
-1.59765625,0,55636,16,55636,0,0,55636,55636,0,0
-1.578125,0,55636,16,55636,0,0,55636,55636,0,0
-1.53515625,0,55636,16,55636,0,0,55636,55636,0,0
-1.515625,0,55636,16,55636,0,0,55636,55636,0,0
-1.47265625,0,55636,16,55636,0,0,55636,55636,0,0
-1.453125,0,55636,16,55636,0,0,55636,55636,0,0
-1.41015625,0,55636,16,55636,0,0,55636,55636,0,0
-1.390625,0,55636,16,55636,0,0,55636,55636,0,0
-1.34765625,0,55636,16,55636,0,0,55636,55636,0,0
-1.328125,0,55636,16,55636,0,0,55636,55636,0,0
-1.28515625,0,55636,16,55636,0,0,55636,55636,0,0
-1.265625,0,55636,16,55636,0,0,55636,55636,0,0
-1.22265625,0,55636,16,55636,0,0,55636,55636,0,0
-1.203125,0,55636,16,55636,0,0,55636,55636,0,0
-1.16015625,0,55636,16,55636,0,0,55636,55636,0,0
-1.140625,0,55636,16,55636,0,0,55636,55636,0,0
-1.09765625,0,55636,16,55636,0,0,55636,55636,0,0
-1.078125,0,55636,16,55636,0,0,55636,55636,0,0
-1.03515625,0,55636,16,55636,0,0,55636,55636,0,0
-1.015625,0,55636,16,55636,0,0,55636,55636,0,0
-0.59765625,0,55636,16,55636,0,0,55636,55636,0,0
-0.578125,0,55636,16,55636,0,0,55636,55636,0,0
-0.53515625,0,55636,16,55636,0,0,55636,55636,0,0
-0.515625,0,55636,16,55636,0,0,55636,55636,0,0
-0.47265625,0,55636,16,55636,0,0,55636,55636,0,0
-0.453125,0,55636,16,55636,0,0,55636,55636,0,0
-0.41015625,0,55636,16,55636,0,0,55636,55636,0,0
-0.390625,0,55636,16,55636,0,0,55636,55636,0,0
-0.34765625,0,55636,16,55636,0,0,55636,55636,0,0
-0.328125,0,55636,16,55636,0,0,55636,55636,0,0
-0.28515625,0,55636,16,55636,0,0,55636,55636,0,0
-0.265625,0,55636,16,55636,0,0,55636,55636,0,0
-0.22265625,0,55636,16,55636,0,0,55636,55636,0,0
-0.203125,0,55636,16,55636,0,0,55636,55636,0,0
-0.16015625,0,55636,16,55636,0,0,55636,55636,0,0
-0.140625,0,55636,16,55636,0,0,55636,55636,0,0
-0.09765625,0,55636,16,55636,0,0,55636,55636,0,0
-0.078125,0,55636,16,55636,0,0,55636,55636,0,0
-0.03515625,0,55636,16,55636,0,0,55636,55636,0,0
-0.015625,0,55636,16,55636,0,0,55636,55636,0,0
0.00390625,0,55636,16,55636,0,0,55636,55636,0,0
0.0234375,0,55636,16,55636,0,0,55636,55636,0,0
0.06640625,0,55636,16,55636,0,0,55636,55636,0,0
0.0859375,0,55636,16,55636,0,0,55636,55636,0,0
0.12890625,0,55636,16,55636,0,0,55636,55636,0,0
0.1484375,0,55636,16,55636,0,0,55636,55636,0,0
0.19140625,0,55636,16,55636,0,0,55636,55636,0,0
0.2109375,0,55636,16,55636,0,0,55636,55636,0,0
0.25390625,0,55636,16,55636,0,0,55636,55636,0,0
0.2734375,0,55636,16,55636,0,0,55636,55636,0,0
0.31640625,0,55636,16,55636,0,0,55636,55636,0,0
0.3359375,0,55636,16,55636,0,0,55636,55636,0,0
0.37890625,0,55636,16,55636,0,0,55636,55636,0,0
0.3984375,0,55636,16,55636,0,0,55636,55636,0,0
0.44140625,0,55636,16,55636,0,0,55636,55636,0,0
0.4609375,0,55636,16,55636,0,0,55636,55636,0,0
0.50390625,0,55636,16,55636,0,0,55636,55636,0,0
0.5234375,0,55636,16,55636,0,0,55636,55636,0,0
0.56640625,0,55636,16,55636,0,0,55636,55636,0,0
0.5859375,0,55636,16,55636,0,0,55636,55636,0,0
1.00390625,0,55636,16,55636,0,0,55636,55636,0,0
1.0234375,0,55636,16,55636,0,0,55636,55636,0,0
1.06640625,0,55636,16,55636,0,0,55636,55636,0,0
1.0859375,0,55636,16,55636,0,0,55636,55636,0,0
1.12890625,0,55636,16,55636,0,0,55636,55636,0,0
1.1484375,0,55636,16,55636,0,0,55636,55636,0,0
1.19140625,0,55636,16,55636,0,0,55636,55636,0,0
1.2109375,0,55636,16,55636,0,0,55636,55636,0,0
1.25390625,0,55636,16,55636,0,0,55636,55636,0,0
1.2734375,0,55636,16,55636,0,0,55636,55636,0,0
1.31640625,0,55636,16,55636,0,0,55636,55636,0,0
1.3359375,0,55636,16,55636,0,0,55636,55636,0,0
1.37890625,0,55636,16,55636,0,0,55636,55636,0,0
1.3984375,0,55636,16,55636,0,0,55636,55636,0,0
1.44140625,0,55636,16,55636,0,0,55636,55636,0,0
1.4609375,0,55636,16,55636,0,0,55636,55636,0,0
1.50390625,0,55636,16,55636,0,0,55636,55636,0,0
1.5234375,0,55636,16,55636,0,0,55636,55636,0,0
1.56640625,0,55636,16,55636,0,0,55636,55636,0,0
1.5859375,0,55636,16,55636,0,0,55636,55636,0,0
