-5.071533203,0,0.1,0.2,0.3,0.4
-5.067626953,966,0.0,0,0,54920
-5.063720703,925,0.0,0,0,54903
-5.036376953,916,161.5,0,0,54902
-5.032470703,914,161.5,0,0,54901
-5.028564453,914,161.5,0,0,54900
-5.024658203,914,161.5,0,0,54899
-5.020751953,914,161.5,0,0,54898
-5.016845703,914,161.5,0,0,54897
-5.01171875,914,161.5,0,0,54896
-5.009033203,916,161.5,0,0,54896
-5.005126953,917,161.5,0,1,54896
-5.001220703,918,161.5,0,1,54894
-4.598876953,920,161.5,0,1,54893
-4.594970703,919,161.5,0,1,54892
-4.591064453,917,161.5,0,1,54891
-4.587158203,916,161.5,0,1,54890
-4.583251953,918,161.5,0,1,54889
-4.579345703,920,161.5,0,1,54888
-4.575439453,922,161.5,0,1,54887
-4.571533203,922,161.5,0,1,54886
-4.567626953,922,161.5,0,1,54885
-4.563720703,922,161.5,0,1,54884
-4.536376953,922,161.5,0,1,54882
-4.532470703,922,161.5,0,1,54881
-4.528564453,921,161.5,0,1,54880
-4.524658203,921,161.5,0,1,54879
-4.520751953,922,161.5,0,1,54878
-4.516845703,922,161.5,0,1,54877
-4.512939453,923,161.5,0,1,54876
-4.509033203,923,161.5,0,1,54875
-4.505126953,923,161.5,0,1,54874
-4.501220703,923,161.5,0,1,54873
-4.473876953,924,161.5,0,1,54871
-4.469970703,924,161.5,0,1,54870
-4.466064453,925,161.5,0,1,54869
-4.462158203,924,161.5,0,1,54868
-4.458251953,924,161.5,0,1,54867
-4.454345703,924,161.5,0,1,54866
-4.44921875,925,161.5,0,1,54865
-4.446533203,924,161.5,0,1,54864
-4.442626953,925,161.5,0,1,54864
-4.438720703,925,161.5,0,1,54861
-4.411376953,925,161.5,0,1,54860
-4.407470703,925,161.5,0,1,54859
-4.403564453,925,161.5,0,1,54858
-4.399658203,926,161.5,0,1,54857
-4.395751953,925,161.5,0,1,54856
-4.391845703,926,161.5,0,1,54854
-4.387939453,926,161.5,0,1,54853
-4.384033203,926,161.5,0,1,54852
-4.380126953,926,161.5,0,1,54851
-4.376220703,926,161.5,0,1,54850
-4.348876953,927,161.5,0,1,54849
-4.344970703,926,161.5,0,1,54847
-4.341064453,927,161.5,0,1,54846
-4.337158203,927,161.5,0,1,54845
-4.333251953,927,161.5,0,1,54844
-4.329345703,927,161.5,0,1,54843
-4.325439453,928,161.5,0,1,54842
-4.321533203,928,161.5,0,1,54841
-4.317626953,928,161.5,0,1,54839
-4.313720703,929,161.5,0,1,54838
-4.286376953,929,161.5,0,1,54837
-4.282470703,930,161.5,0,1,54836
-4.278564453,931,161.5,0,1,54835
-4.274658203,932,161.5,0,1,54834
-4.270751953,931,161.5,0,1,54832
-4.266845703,931,161.5,0,1,54831
-4.262939453,931,161.5,0,1,54830
-4.259033203,931,161.5,0,1,54829
-4.255126953,931,161.5,0,1,54828
-4.251220703,930,161.5,0,1,54826
-4.223876953,931,161.5,0,1,54825
-4.219970703,931,161.5,0,1,54824
-4.216064453,932,161.5,0,1,54823
-4.212158203,932,161.5,0,1,54822
-4.208251953,931,161.5,0,1,54821
-4.204345703,931,161.5,0,1,54819
-4.19921875,931,161.5,0,1,54818
-4.196533203,930,161.5,0,1,54817
-4.192626953,929,161.5,0,1,54817
-4.188720703,928,161.5,0,1,54815
-4.161376953,928,161.5,0,1,54814
-4.157470703,927,161.5,0,1,54813
-4.153564453,926,161.5,0,1,54811
-4.149658203,927,161.5,0,1,54810
-4.145751953,926,161.5,0,1,54809
-4.141845703,926,161.5,0,1,54808
-4.137939453,924,161.5,0,1,54807
-4.134033203,924,161.5,0,1,54806
-4.130126953,923,161.5,0,1,54805
-4.126220703,922,161.5,0,1,54804
-4.098876953,921,161.5,0,1,54803
-4.094970703,920,161.5,0,1,54802
-4.091064453,920,161.5,0,1,54801
-4.087158203,919,161.5,0,1,54800
-4.083251953,919,161.5,0,1,54799
-4.079345703,918,161.5,0,1,54798
-4.075439453,917,161.5,0,1,54797
-4.071533203,917,161.5,0,1,54796
-4.067626953,915,161.5,0,1,54795
-4.063720703,915,161.5,0,1,54794
-4.036376953,915,161.5,0,1,54794
-4.032470703,913,161.5,0,1,54793
-4.028564453,912,161.5,0,1,54792
-4.024658203,912,161.5,0,1,54791
-4.020751953,912,161.5,0,1,54790
-4.016845703,911,161.5,0,1,54790
-4.01171875,909,161.5,0,1,54789
-4.009033203,909,161.5,0,1,54788
-4.005126953,909,161.5,0,1,54788
-4.001220703,909,161.5,0,1,54787
-3.598876953,910,161.5,0,1,54786
-3.594970703,911,161.5,0,1,54786
-3.591064453,912,161.5,0,1,54785
-3.587158203,911,161.5,0,0,54784
-3.583251953,910,161.5,0,0,54784
-3.579345703,909,161.5,0,0,54783
-3.57421875,907,161.5,0,0,54783
-3.571533203,906,161.5,0,0,54782
-3.567626953,905,161.5,0,0,54782
-3.563720703,904,161.5,0,0,54782
-3.536376953,903,161.5,0,0,54781
-3.532470703,903,161.5,0,0,54781
-3.528564453,903,161.5,0,0,54780
-3.524658203,902,161.5,0,0,54780
-3.520751953,901,161.5,0,0,54780
-3.516845703,901,161.5,0,0,54780
-3.512939453,900,161.5,0,0,54780
-3.509033203,899,161.5,0,0,54779
-3.505126953,898,161.5,0,0,54779
-3.501220703,897,161.5,0,0,54779
-3.473876953,896,161.5,0,0,54779
-3.469970703,896,161.5,0,0,54779
-3.466064453,895,161.5,0,0,54779
-3.462158203,893,161.5,0,0,54779
-3.458251953,893,161.5,0,0,54779
-3.454345703,892,161.5,0,0,54779
-3.44921875,890,161.5,0,0,54780
-3.446533203,888,161.5,0,0,54780
-3.442626953,887,161.5,0,0,54780
-3.438720703,886,161.5,0,0,54780
-3.411376953,885,161.5,0,0,54781
-3.407470703,885,161.5,0,0,54781
-3.403564453,884,161.5,0,0,54781
-3.399658203,881,161.5,0,0,54782
-3.395751953,876,161.5,0,0,54782
-3.391845703,873,161.5,0,0,54782
-3.38671875,871,161.5,0,0,54783
-3.384033203,871,161.5,0,0,54783
-3.380126953,870,161.5,0,0,54783
-3.376220703,861,161.5,0,0,54784
-3.348876953,841,161.5,0,0,54785
-3.344970703,815,161.5,0,0,54786
-3.341064453,786,161.5,0,0,54786
-3.337158203,747,161.5,0,0,54787
-3.333251953,693,161.5,0,0,54787
-3.329345703,636,161.5,0,0,54788
-3.32421875,598,161.5,0,0,54789
-3.321533203,569,161.5,0,0,54789
-3.317626953,565,161.5,0,0,54789
-3.313720703,565,161.5,0,0,54791
-3.286376953,583,161.5,0,0,54791
-3.282470703,610,161.5,0,0,54792
-3.278564453,642,161.5,0,0,54793
-3.274658203,674,161.5,0,0,54794
-3.270751953,708,161.5,0,0,54795
-3.266845703,743,161.5,0,0,54795
-3.262939453,773,161.5,0,0,54796
-3.259033203,797,161.5,0,0,54797
-3.255126953,816,161.5,0,0,54798
-3.251220703,830,161.5,0,0,54799
-3.223876953,843,161.5,0,0,54800
-3.219970703,855,161.5,0,0,54801
-3.216064453,862,161.5,0,0,54802
-3.212158203,865,161.5,0,0,54802
-3.208251953,866,161.5,0,0,54803
-3.204345703,868,161.5,0,0,54804
-3.19921875,871,161.5,0,0,54805
-3.196533203,875,161.5,0,0,54806
-3.192626953,875,161.5,0,0,54806
-3.188720703,874,161.5,0,0,54808
-3.161376953,873,161.5,0,0,54809
-3.157470703,875,161.5,0,0,54810
-3.153564453,877,161.5,0,0,54811
-3.149658203,877,161.5,0,0,54812
-3.145751953,879,161.5,0,0,54813
-3.141845703,883,161.5,0,0,54814
-3.137939453,887,161.5,0,0,54815
-3.134033203,887,161.5,0,0,54816
-3.130126953,883,161.5,0,0,54817
-3.126220703,879,161.5,0,0,54818
-3.098876953,876,161.5,0,0,54819
-3.094970703,874,161.5,0,0,54820
-3.091064453,871,161.5,0,0,54821
-3.087158203,870,161.5,0,65535,54822
-3.083251953,869,161.5,0,65535,54824
-3.079345703,868,161.5,0,65535,54825
-3.07421875,866,161.5,0,65535,54826
-3.071533203,864,161.5,0,65535,54827
-3.067626953,864,161.5,0,65535,54827
-3.063720703,863,161.5,0,65535,54829
-3.036376953,863,161.5,0,65535,54830
-3.032470703,863,161.5,0,65535,54831
-3.028564453,863,161.5,0,65535,54832
-3.024658203,862,161.5,0,65535,54833
-3.020751953,861,161.5,0,65535,54834
-3.016845703,860,161.5,0,65535,54835
-3.012939453,859,161.5,0,65535,54836
-3.009033203,858,161.5,0,65535,54837
-3.005126953,857,161.5,0,65535,54838
